469,0,7984,10494
472,0,2597,1200
474,0,1700,14460
475,0,9146,1530
475,1,8594,3265
477,0,9874,7232
480,0,5982,7453
480,1,2571,13717
481,0,8636,7540
482,0,3724,600
482,1,8974,1056
482,2,4186,1116
482,3,4365,1725
482,4,9486,1794
484,0,6673,25461
487,0,7212,14928
488,0,2849,6768
489,0,9232,1680
492,0,3236,609
492,1,4101,2148
493,0,8871,651
493,1,3629,1644
494,0,7474,18750
495,0,4046,451
497,0,7369,3070
497,1,1705,6660
498,0,3076,11102
499,0,6462,11989
499,1,5250,17556
501,0,9485,23598
502,0,8937,504
503,0,5653,8526
504,0,9973,88
504,1,9272,575
504,2,9439,868
505,0,2793,1015
505,1,739,2416
505,2,9792,2545
506,0,6461,1862
507,0,7409,4056
509,0,4174,21086
509,1,8822,24325
510,0,5766,2220
511,0,9698,1944
512,0,5341,9747
512,1,4014,13566
513,0,6173,154
513,1,2264,535
515,0,2400,6839
516,0,907,5852
516,1,6378,6631
517,0,7219,2871
520,0,3225,18745
521,0,3467,3591
522,0,6973,23846
522,1,8376,24273
523,0,1857,15383
524,0,7649,1805
530,0,2342,1570
530,1,2166,1820
530,2,2274,3830
530,3,6083,8740
531,0,2495,2250
531,1,3725,2460
534,0,9485,14976
534,1,7311,17640
535,0,5071,2971
535,1,5275,12987
538,0,7568,64
539,0,4491,552
539,1,3373,3128
540,0,6047,202
541,0,9211,2390
543,0,3688,1472
543,1,9986,11431
546,0,9931,180
546,1,3208,3540
552,0,4216,1010
553,0,1495,408
554,0,350,759
554,1,4502,2039
556,0,6369,2529
557,0,7949,1672
557,1,907,6776
559,0,8530,8449
561,0,6421,13950
564,0,2384,5016
564,1,8842,7064
566,0,8619,3524
567,0,1034,7888
568,0,1352,2076
569,0,8483,7290
570,0,8787,5713
570,1,7311,14700
572,0,2106,14431
572,1,3646,17947
573,0,3951,1736
573,1,4336,4718
573,2,6940,12306
574,0,6144,348
574,1,1434,1020
574,2,1466,1755
574,3,5792,2037
574,4,423,2196
576,0,1645,2590
576,1,5280,5936
576,2,7111,10402
578,0,7236,1062
579,0,7881,722
581,0,9568,438
584,0,4490,1456
585,0,8146,181
585,1,2854,642
587,0,9697,1152
587,1,9888,2352
587,2,775,7048
588,0,1114,3267
590,0,7162,728
590,1,2377,3290
591,0,8456,22904
592,0,78,1200
593,0,6163,1300
593,1,9705,6840
594,0,592,18603
596,0,6834,138
599,0,4908,1384
600,0,3199,2010
601,0,6034,474
602,0,5337,13717
603,0,8785,3024
604,0,6243,1837
604,1,116,9495
604,2,2448,14025
606,0,6912,19968
607,0,9314,20468
608,0,2731,8778
608,1,1805,11924
608,2,3941,17732
609,0,5288,15498
610,0,8478,11691
611,0,5327,170
612,0,4175,28449
613,0,6452,661
614,0,3508,13284
615,0,7384,1914
619,0,8072,9790
619,1,6800,16544
619,2,2762,20218
620,0,5167,9870
620,1,1012,15141
622,0,6390,2205
627,0,170,12025
628,0,3377,12446
630,0,5753,1467
630,1,9946,2307
630,2,9244,2379
630,3,12,2694
632,0,4120,3993
633,0,316,17332
633,1,4041,24976
634,0,7767,6282
635,0,7415,14289
635,1,150,18522
636,0,9168,4500
636,1,6587,17300
637,0,6225,3564
637,1,6242,4761
638,0,198,488
640,0,6631,491
640,1,8373,695
641,0,303,12339
642,0,4304,3180
642,1,8185,4335
648,0,2261,10800
650,0,8853,858
650,1,3384,16193
652,0,175,2288
652,1,6343,5080
655,0,503,9540
656,0,4320,1548
656,1,4721,2740
657,0,5467,1428
657,1,9733,6167
658,0,8499,5841
659,0,8161,5208
660,0,3132,7140
660,1,2447,7270
661,0,2997,12012
663,0,9810,306
663,1,2899,1989
663,2,4880,6698
664,0,7653,1905
666,0,8022,7541
666,1,8482,7859
666,2,2479,25317
666,3,6913,27057
667,0,2233,3568
667,1,3756,6536
668,0,6303,9196
668,1,976,10032
669,0,4749,1008
669,1,5873,10072
671,0,891,4382
674,0,134,721
674,1,7457,3591
675,0,5085,828
675,1,9183,1059
677,0,7318,7420
678,0,7541,5640
678,1,6973,17970
679,0,2169,14847
679,1,6136,20349
680,0,1955,3960
682,0,570,23925
685,0,27,5408
687,0,6592,17284
687,1,3926,20184
687,2,7479,27956
688,0,2743,4727
688,1,5068,10614
688,2,4211,24041
690,0,7004,1995
691,0,1594,696
692,0,6726,2976
693,0,3478,1376
693,1,9765,13184
694,0,502,19481
695,0,163,12364
697,0,5215,2262
703,0,9218,17536
706,0,9565,907
707,0,4537,3720
708,0,2013,4137
709,0,3190,7340
709,1,8576,14340
710,0,6195,20358
711,0,7703,3780
714,0,9179,4970
715,0,1117,540
721,0,2813,4224
722,0,2068,3485
723,0,8272,476
723,1,9848,3913
723,2,1634,4277
725,0,9269,13427
726,0,7438,570
728,0,8821,6270
729,0,7198,2175
730,0,8126,5472
731,0,2657,418
731,1,6821,18791
732,0,7830,480
733,0,9100,648
733,1,8294,3472
734,0,5390,3616
735,0,7696,950
737,0,4225,1122
737,1,4752,14146
737,2,7017,17798
738,0,4625,384
740,0,7801,1245
740,1,728,1450
742,0,4085,10824
743,0,9933,8772
745,0,8182,5187
748,0,8509,5771
749,0,9170,920
750,0,9965,12830
750,1,1921,18552
752,0,798,4113
754,0,4894,381
754,1,3550,621
757,0,6873,11800
758,0,4279,1380
758,1,3268,12800
759,0,827,7416
760,0,5407,1078
760,1,104,6237
763,0,5614,4527
763,1,4761,6228
764,0,744,25299
765,0,6264,2366
765,1,4716,3025
766,0,1873,4452
768,0,3923,2976
768,1,8148,3520
768,2,1854,3592
769,0,2080,12960
770,0,9189,22758
771,0,4378,14700
772,0,1758,7299
773,0,8797,494
774,0,6886,6450
778,0,5857,14775
780,0,9544,14212
780,1,9200,16684
782,0,7585,520
782,1,2846,11680
783,0,2835,115
783,1,8600,128
787,0,1464,6775
787,1,1635,23340
788,0,4598,639
790,0,6892,375
790,1,3622,4835
791,0,4227,6975
792,0,64,13740
795,0,570,19800
797,0,9975,1134
797,1,9757,21924
797,2,9396,23166
799,0,3918,717
800,0,6877,280
800,1,7754,2280
801,0,9477,8294
803,0,848,5817
804,0,728,7250
804,1,4762,20546
805,0,2424,855
809,0,2545,7712
809,1,6257,22698
812,0,3029,8984
812,1,7195,19197
813,0,6278,2060
814,0,8429,13338
816,0,1351,17135
818,0,2926,158
818,1,6062,678
820,0,1281,8366
822,0,907,4928
824,0,8809,4680
827,0,9694,5304
828,0,8155,9552
829,0,764,966
829,1,5204,6132
831,0,5579,7560
832,0,461,1140
832,1,459,5640
832,2,1829,8745
834,0,5019,5828
834,1,2310,27804
836,0,5467,68
836,1,9733,307
837,0,9463,13734
838,0,8922,330
839,0,2978,4986
839,1,3973,8163
841,0,8236,3940
842,0,5576,2586
842,1,7453,4830
843,0,8345,1362
843,1,8041,2970
847,0,8883,3357
847,1,2439,8289
848,0,7527,21170
848,1,6602,24680
851,0,8788,10600
853,0,7623,15656
854,0,6359,1732
855,0,1475,6020
858,0,9901,7075
861,0,3331,5890
862,0,9712,4070
862,1,6764,9138
865,0,7693,1805
865,1,406,3525
865,2,3067,4980
867,0,6774,509
869,0,6013,5930
869,1,1539,6360
869,2,1549,9330
872,0,3020,17290
873,0,1383,4990
875,0,3331,6820
878,0,5781,422
878,1,8501,2398
878,2,5050,17600
879,0,2313,10925
880,0,3340,3360
881,0,8679,2124
881,1,6965,4281
881,2,884,8190
881,3,2946,17928
882,0,2313,5175
885,0,2777,5700
885,1,1783,8388
887,0,6208,6
887,1,2962,154
887,2,4766,402
887,3,3745,632
888,0,6643,136
888,1,4697,388
890,0,2822,14402
893,0,5651,4654
894,0,8019,4315
895,0,9317,7433
895,1,7804,9620
895,2,760,25532
896,0,980,701
897,0,7748,7990
900,0,50,10545
901,0,3614,6215
902,0,8204,2240
902,1,2221,3380
904,0,1164,2030
904,1,6599,2850
904,2,6878,9300
905,0,5860,5790
906,0,483,14553
907,0,5339,765
908,0,9398,23380
910,0,9940,4266
911,0,6923,2414
912,0,3608,668
915,0,2278,2334
916,0,7234,546
916,1,7346,630
916,2,8974,4928
918,0,1301,110
920,0,4392,792
923,0,4420,7945
923,1,7561,12700
924,0,5668,6524
925,0,2604,4845
927,0,292,429
929,0,8177,3159
929,1,1192,5850
932,0,6511,5789
932,1,7481,5820
934,0,8877,4543
936,0,3119,24500
937,0,5654,5775
939,0,5705,661
940,0,823,11826
940,1,2022,12191
940,2,9266,13782
941,0,749,8005
941,1,988,9581
942,0,9708,3732
944,0,7646,5802
946,0,4431,247
946,1,4086,18639
948,0,4085,6765
949,0,6001,380
949,1,7239,3356
950,0,7445,4370
951,0,2309,9990
951,1,9156,10206
951,2,3457,24295
952,0,5234,1320
954,0,9695,5544
954,1,3781,15930
956,0,8245,4598
956,1,71,8459
957,0,1006,486
957,1,8155,597
958,0,2901,2793
959,0,9417,8086
960,0,6636,483
960,1,9952,601
960,2,3418,889
964,0,2508,470
964,1,8498,2125
965,0,2912,2480
967,0,1824,10395
967,1,1584,21141
969,0,8173,10584
970,0,6990,1908
970,1,8953,2229
970,2,6541,2286
970,3,3677,2397
971,0,5834,18424
973,0,7803,1592
974,0,3173,11752
974,1,8832,23218
977,0,8978,3960
977,1,2858,5940
977,2,5051,6111
978,0,6709,7360
980,0,3324,7485
980,1,6302,22055
981,0,6443,13584
983,0,7260,1584
983,1,6504,13140
984,0,9765,2472
984,1,4179,2745
986,0,6622,6981
986,1,6535,12831
987,0,6976,5901
991,0,131,9890
992,0,2234,748
992,1,5037,7282
993,0,8472,2890
995,0,1380,13775
996,0,7126,2798
996,1,6935,4332
996,2,9037,11741
997,0,8774,1408
997,1,4258,1796
999,0,3177,10868
1000,0,83,3374
1000,1,995,11956
